system|artal_start|artal_slut|organisationsnummer|foretagsnummer|personnummer|anstallningsnummer|transaktion_id|utbetalningsgrupp_id|utbetalningsgrupp_namn|lonekorningsnummer|personalkategori|loneart_kod|loneart_namn|datumstart|datumslut|omfattning_procent|antal|enhet|apris|belopp_sek|transaktionsrad_text
Flex Lön|1973|2022|098765-4321|921|19780525-3148|90|5|1|Månadsutbetalning|2020-09|MÅN|696|Pension, löneväxling|2020-08-01T00:00|2020-08-31T00:00|0|0||0|-4000|
Flex Lön|1973|2022|098765-4321|921|19780525-3148|90|7|1|Månadsutbetalning|2020-09|MÅN|696|Pension, löneväxling|2020-09-01T00:00|2020-09-30T00:00|0|0||0|-4000|
Flex Lön|1973|2022|098765-4321|921|            |100|1|1|Månadsutbetalning|2020-09|MÅN|70|Månadslön|2020-09-01T00:00|2020-09-30T00:00|100|0||0|56000|
Flex Lön|1973|2022|098765-4321|921|            |100|2|1|Månadsutbetalning|2020-09|MÅN|912|Skatt|||0|0||0|-19163|
Flex Lön|1973|2022|098765-4321|921|            |100|3|1|Månadsutbetalning|2020-09|MÅN|926|TPA18 >7,5 Ibb|||0|0||0|13375|
Flex Lön|1973|2022|098765-4321|921|            |100|4|1|Månadsutbetalning|2020-09|MÅN|927|Avdrag TPA18 >7,5 Ibb|||0|0||0|-13375|
Flex Lön|1973|2022|098765-4321|921|19610514-0666|110|1|1|Månadsutbetalning|2020-09|TIM|10|Timlön|2020-08-01T00:00|2020-08-01T00:00|0|4|tim|500|2000|
Flex Lön|1973|2022|098765-4321|921|19610514-0666|110|2|1|Månadsutbetalning|2020-09|TIM|60|Arbetsdagar timanställd|2020-08-01T00:00|2020-08-01T00:00|0|1|dgr|0|0|
Flex Lön|1973|2022|098765-4321|921|19610514-0666|110|3|1|Månadsutbetalning|2020-09|TIM|550|Semesterersättning|2020-08-01T00:00|2020-08-01T00:00|0|4||64.8|259.2|
Flex Lön|1973|2022|098765-4321|921|19610514-0666|110|4|1|Månadsutbetalning|2020-09|TIM|912|Skatt|||0|0||0|-677|
Flex Lön|1973|2022|098765-4321|921|19610514-0666|110|5|1|Månadsutbetalning|2020-09|TIM|998|Öresutjämning|||0|0||0|-0.2|
Flex Lön|1973|2022|098765-4321|921|19610514-0666|110|6|1|Månadsutbetalning|2020-09|TIM|601|Tjänstledighet, tim|2020-08-02T00:00|2020-08-02T00:00|0|4|tim|0|0|
Flex Lön|1973|2022|098765-4321|921|19610514-0666|110|7|1|Månadsutbetalning|2020-09|TIM|599|Olovlig frånvaro|2020-08-03T00:00|2020-08-03T00:00|0|4|tim|0|0|
Flex Lön|1973|2022|098765-4321|921|            |140|15|1|Månadsutbetalning|2020-09|FÖRT|92|Arvode verkst organ|2020-02-01T00:00|2020-02-01T00:00|0|1|st|5000|5000|
Flex Lön|1973|2022|098765-4321|921|            |140|16|1|Månadsutbetalning|2020-09|FÖRT|912|Skatt|||0|0||0|0|
Flex Lön|1973|2022|098765-4321|921|            |140|17|1|Månadsutbetalning|2020-09|FÖRT|92|Arvode verkst organ|||0|-1|st|18000|-18000|
Flex Lön|1973|2022|098765-4321|921|            |140|18|1|Månadsutbetalning|2020-09|FÖRT|995|Bruttoskuld till n lön|||0|0||0|13000|
Flex Lön|1973|2022|098765-4321|921|            |300|1|1|Månadsutbetalning|2020-09|MÅN|70|Månadslön|2020-09-01T00:00|2020-09-30T00:00|80|0||0|28800|
Flex Lön|1973|2022|098765-4321|921|            |300|2|1|Månadsutbetalning|2020-09|MÅN|30|80/90/100 modell, debet|2020-09-01T00:00|2020-09-30T00:00|0|0||0|3200|
Flex Lön|1973|2022|098765-4321|921|            |300|3|1|Månadsutbetalning|2020-09|MÅN|31|80/90/100 modell, kredit|2020-09-01T00:00|2020-09-30T00:00|0|0||0|-3200|
Flex Lön|1973|2022|098765-4321|921|            |300|4|1|Månadsutbetalning|2020-09|MÅN|912|Skatt|||0|0||0|-7214|
Flex Lön|1973|2022|098765-4321|921|            |301|1|1|Månadsutbetalning|2020-09|MÅN|70|Månadslön|2020-09-01T00:00|2020-09-30T00:00|30|0||0|7500|
Flex Lön|1973|2022|098765-4321|921|            |301|2|1|Månadsutbetalning|2020-09|MÅN|547|Semers vid < 40%|2020-09-01T00:00|2020-09-30T00:00|0|0||0|972|
Flex Lön|1973|2022|098765-4321|921|            |301|3|1|Månadsutbetalning|2020-09|MÅN|570|Semesteravdr under 40 %|2020-09-01T00:00|2020-09-30T00:00|0|0|kdgr|0|0|
Flex Lön|1973|2022|098765-4321|921|            |301|4|1|Månadsutbetalning|2020-09|MÅN|912|Skatt|||0|0||0|-2541|
Flex Lön|1973|2022|098765-4321|921|            |303|1|1|Månadsutbetalning|2020-09|MÅN|570|Semesteravdr under 40 %|||0|0|kdgr|0|0|
Flex Lön|1973|2022|098765-4321|921|            |303|2|1|Månadsutbetalning|2020-09|MÅN|547|Semers vid < 40%|||0|0||0|3421.44|
Flex Lön|1973|2022|098765-4321|921|            |303|3|1|Månadsutbetalning|2020-09|MÅN|70|Månadslön|2020-09-01T00:00|2020-09-30T00:00|80|0||0|26400|
Flex Lön|1973|2022|098765-4321|921|            |303|4|1|Månadsutbetalning|2020-09|MÅN|912|Skatt|||0|0||0|-7583|
Flex Lön|1973|2022|098765-4321|921|            |303|5|1|Månadsutbetalning|2020-09|MÅN|998|Öresutjämning|||0|0||0|-0.44|
Flex Lön|1973|2022|098765-4321|921|            |304|1|1|Månadsutbetalning|2020-09|MÅN|70|Månadslön|2020-09-01T00:00|2020-09-30T00:00|100|0||0|29500|
Flex Lön|1973|2022|098765-4321|921|            |304|2|1|Månadsutbetalning|2020-09|MÅN|912|Skatt|||0|0||0|-8694|
Flex Lön|1973|2022|098765-4321|921|            |304|3|1|Månadsutbetalning|2020-09|MÅN|570|Semesteravdr under 40 %|2020-09-01T00:00|2020-09-30T00:00|0|0|kdgr|0|0|
Flex Lön|1973|2022|098765-4321|921|            |304|4|1|Månadsutbetalning|2020-09|MÅN|547|Semers vid < 40%|2020-09-01T00:00|2020-09-30T00:00|0|0||0|3823.2|
Flex Lön|1973|2022|098765-4321|921|            |304|5|1|Månadsutbetalning|2020-09|MÅN|998|Öresutjämning|||0|0||0|-0.2|
Flex Lön|1973|2022|098765-4321|921|            |305|1|1|Månadsutbetalning|2020-09|MÅN|70|Månadslön|2020-09-01T00:00|2020-09-30T00:00|100|0||0|24000|
Flex Lön|1973|2022|098765-4321|921|            |305|2|1|Månadsutbetalning|2020-09|MÅN|912|Skatt|||0|0||0|-5736|
Flex Lön|1973|2022|098765-4321|921|            |306|1|1|Månadsutbetalning|2020-09|MÅN|70|Månadslön|2020-09-01T00:00|2020-09-30T00:00|100|0||0|35000|
Flex Lön|1973|2022|098765-4321|921|            |306|2|1|Månadsutbetalning|2020-09|MÅN|110|Lönetillägg|2020-09-01T00:00|2020-09-30T00:00|0|0||0|5000|
Flex Lön|1973|2022|098765-4321|921|            |306|3|1|Månadsutbetalning|2020-09|MÅN|912|Skatt|||0|0||0|-11004|
Flex Lön|1973|2022|098765-4321|921|            |307|1|1|Månadsutbetalning|2020-09|MÅN|70|Månadslön|2020-09-01T00:00|2020-09-30T00:00|100|0||0|0|
Flex Lön|1973|2022|098765-4321|921|            |307|2|1|Månadsutbetalning|2020-09|MÅN|924|Nettolöneavdrag|2020-09-01T00:00|2020-09-30T00:00|0|0||0|-150|
Flex Lön|1973|2022|098765-4321|921|            |307|3|1|Månadsutbetalning|2020-09|MÅN|997|Nettoskuld till n lön|||0|0||0|150|
Flex Lön|1973|2022|098765-4321|921|            |308|1|1|Månadsutbetalning|2020-09|MÅN|70|Månadslön|2020-09-01T00:00|2020-09-30T00:00|100|0||0|45000|
Flex Lön|1973|2022|098765-4321|921|            |308|2|1|Månadsutbetalning|2020-09|MÅN|696|Pension, löneväxling|2020-09-01T00:00|2020-09-30T00:00|0|0||0|-3000|
Flex Lön|1973|2022|098765-4321|921|            |308|3|1|Månadsutbetalning|2020-09|MÅN|912|Skatt|||0|0||0|-11704|
Flex Lön|1973|2022|098765-4321|921|            |308|4|1|Månadsutbetalning|2020-09|MÅN|926|TPA18 >7,5 Ibb|||0|0||0|2375|
Flex Lön|1973|2022|098765-4321|921|            |308|5|1|Månadsutbetalning|2020-09|MÅN|927|Avdrag TPA18 >7,5 Ibb|||0|0||0|-2375|
Flex Lön|1973|2022|098765-4321|921|            |309|1|1|Månadsutbetalning|2020-09|MÅN|70|Månadslön|2020-09-01T00:00|2020-09-30T00:00|100|0||0|30000|
Flex Lön|1973|2022|098765-4321|921|            |309|2|1|Månadsutbetalning|2020-09|MÅN|912|Skatt|||0|0||0|-7583|
Flex Lön|1973|2022|098765-4321|921|            |310|1|1|Månadsutbetalning|2020-09|MÅN|70|Månadslön|2020-09-01T00:00|2020-09-30T00:00|100|0||0|35000|
Flex Lön|1973|2022|098765-4321|921|            |311|1|1|Månadsutbetalning|2020-09|UPPDR|85|Arvode A-Sink socavg|2020-09-01T00:00|2020-09-30T00:00|0|0||0|0|
Flex Lön|1973|2022|098765-4321|921|            |311|2|1|Månadsutbetalning|2020-09|UPPDR|917|Skatt A-Sink|||0|0||0|0|
Flex Lön|1973|2022|098765-4321|921|            |312|1|1|Månadsutbetalning|2020-09|MÅN|81|Uppehållslöneavdrag|2020-09-01T00:00|2020-09-30T00:00|0|0||0|-2600|
Flex Lön|1973|2022|098765-4321|921|            |312|2|1|Månadsutbetalning|2020-09|MÅN|70|Månadslön|2020-09-01T00:00|2020-09-30T00:00|100|0||0|26000|
Flex Lön|1973|2022|098765-4321|921|            |312|3|1|Månadsutbetalning|2020-09|MÅN|912|Skatt|||0|0||0|-5552|
Flex Lön|1973|2022|098765-4321|921|            |313|1|1|Månadsutbetalning|2020-09|MÅN|100|Avgångsvederlag|2020-09-01T00:00|2020-09-30T00:00|0|1||15000|15000|Avgångsvederlag
Flex Lön|1973|2022|098765-4321|921|            |313|2|1|Månadsutbetalning|2020-09|MÅN|103|Pens.gr avgångsvederlag|2020-09-01T00:00|2020-09-30T00:00|0|1||2000|2000|Avångsvederlag, Pens.gr
Flex Lön|1973|2022|098765-4321|921|            |313|3|1|Månadsutbetalning|2020-09|MÅN|912|Skatt|||0|0||0|-3581|
Flex Lön|1973|2022|098765-4321|921|            |1|1|1|Månadsutbetalning|2020-10|MÅN|994|Bruttoskuld fr föreg lön|||0|0||0|-3000|
Flex Lön|1973|2022|098765-4321|921|            |1|2|1|Månadsutbetalning|2020-10|MÅN|70|Månadslön|2020-10-01T00:00|2020-10-31T00:00|100|0||0|28100|
Flex Lön|1973|2022|098765-4321|921|            |1|3|1|Månadsutbetalning|2020-10|MÅN|912|Skatt|||0|0||0|-6275|
Flex Lön|1973|2022|098765-4321|921|19760628-0696|20|1|1|Månadsutbetalning|2020-10|MÅN|70|Månadslön|2020-10-01T00:00|2020-10-31T00:00|100|0||0|25500|
Flex Lön|1973|2022|098765-4321|921|19760628-0696|20|2|1|Månadsutbetalning|2020-10|MÅN|912|Skatt|||0|0||0|-6229|
Flex Lön|1973|2022|098765-4321|921|            |30|1|1|Månadsutbetalning|2020-10|MÅN|70|Månadslön|2020-10-01T00:00|2020-10-31T00:00|100|0||0|29000|
Flex Lön|1973|2022|098765-4321|921|            |30|2|1|Månadsutbetalning|2020-10|MÅN|912|Skatt|||0|0||0|-7276|
Flex Lön|1973|2022|098765-4321|921|            |40|1|1|Månadsutbetalning|2020-10|MÅN|70|Månadslön|2020-10-01T00:00|2020-10-31T00:00|100|0||0|41000|
Flex Lön|1973|2022|098765-4321|921|            |40|2|1|Månadsutbetalning|2020-10|MÅN|912|Skatt|||0|0||0|-11354|
Flex Lön|1973|2022|098765-4321|921|19650927-0689|50|1|1|Månadsutbetalning|2020-10|MÅN|70|Månadslön|2020-10-01T00:00|2020-10-31T00:00|100|0||0|29000|
Flex Lön|1973|2022|098765-4321|921|19650927-0689|50|2|1|Månadsutbetalning|2020-10|MÅN|912|Skatt|||0|0||0|-7276|
Flex Lön|1973|2022|098765-4321|921|            |60|1|1|Månadsutbetalning|2020-10|MÅN|70|Månadslön|2020-10-01T00:00|2020-10-31T00:00|100|0||0|35000|
Flex Lön|1973|2022|098765-4321|921|            |60|2|1|Månadsutbetalning|2020-10|MÅN|912|Skatt|||0|0||0|-9254|
Flex Lön|1973|2022|098765-4321|921|            |70|1|1|Månadsutbetalning|2020-10|MÅN|994|Bruttoskuld fr föreg lön|||0|0||0|-6000|
Flex Lön|1973|2022|098765-4321|921|            |70|2|1|Månadsutbetalning|2020-10|MÅN|70|Månadslön|2020-10-01T00:00|2020-10-31T00:00|100|0||0|26000|
Flex Lön|1973|2022|098765-4321|921|            |70|3|1|Månadsutbetalning|2020-10|MÅN|912|Skatt|||0|0||0|-4505|
Flex Lön|1973|2022|098765-4321|921|19760801-0695|80|1|1|Månadsutbetalning|2020-10|MÅN|70|Månadslön|2020-10-01T00:00|2020-10-31T00:00|100|0||0|32500|
Flex Lön|1973|2022|098765-4321|921|19760801-0695|80|2|1|Månadsutbetalning|2020-10|MÅN|912|Skatt|||0|0||0|-8414|
Flex Lön|1973|2022|098765-4321|921|19780525-3148|90|1|1|Månadsutbetalning|2020-10|MÅN|551|Slutlön intjänad sem|||0|24|dgr|1821.75|43722|
Flex Lön|1973|2022|098765-4321|921|19780525-3148|90|9|1|Månadsutbetalning|2020-10|MÅN|913|Engångsskatt|||0|0||0|-14865|
Flex Lön|1973|2022|098765-4321|921|19780525-3148|90|10|1|Månadsutbetalning|2020-10|MÅN|696|Pension, löneväxling|||0|0||0|-4000|
Flex Lön|1973|2022|098765-4321|921|19780525-3148|90|11|1|Månadsutbetalning|2020-10|MÅN|696|Pension, löneväxling|2020-09-01T00:00|2020-09-30T00:00|0|0||0|-4000|
Flex Lön|1973|2022|098765-4321|921|19780525-3148|90|12|1|Månadsutbetalning|2020-10|MÅN|696|Pension, löneväxling|2020-10-01T00:00|2020-10-30T00:00|0|0||0|-4000|
Flex Lön|1973|2022|098765-4321|921|            |100|1|1|Månadsutbetalning|2020-10|MÅN|70|Månadslön|2020-10-01T00:00|2020-10-31T00:00|100|0||0|56000|
Flex Lön|1973|2022|098765-4321|921|            |100|2|1|Månadsutbetalning|2020-10|MÅN|912|Skatt|||0|0||0|-19163|
Flex Lön|1973|2022|098765-4321|921|            |100|3|1|Månadsutbetalning|2020-10|MÅN|926|TPA18 >7,5 Ibb|||0|0||0|13375|
Flex Lön|1973|2022|098765-4321|921|            |100|4|1|Månadsutbetalning|2020-10|MÅN|927|Avdrag TPA18 >7,5 Ibb|||0|0||0|-13375|
Flex Lön|1973|2022|098765-4321|921|            |140|1|1|Månadsutbetalning|2020-10|FÖRT|994|Bruttoskuld fr föreg lön|||0|0||0|-13000|
Flex Lön|1973|2022|098765-4321|921|            |140|2|1|Månadsutbetalning|2020-10|FÖRT|995|Bruttoskuld till n lön|||0|0||0|13000|
Flex Lön|1973|2022|098765-4321|921|            |300|1|1|Månadsutbetalning|2020-10|MÅN|70|Månadslön|2020-10-01T00:00|2020-10-31T00:00|80|0||0|28800|
Flex Lön|1973|2022|098765-4321|921|            |300|2|1|Månadsutbetalning|2020-10|MÅN|30|80/90/100 modell, debet|2020-10-01T00:00|2020-10-31T00:00|0|0||0|3200|
Flex Lön|1973|2022|098765-4321|921|            |300|3|1|Månadsutbetalning|2020-10|MÅN|31|80/90/100 modell, kredit|2020-10-01T00:00|2020-10-31T00:00|0|0||0|-3200|
Flex Lön|1973|2022|098765-4321|921|            |300|4|1|Månadsutbetalning|2020-10|MÅN|912|Skatt|||0|0||0|-7214|
Flex Lön|1973|2022|098765-4321|921|            |301|1|1|Månadsutbetalning|2020-10|MÅN|70|Månadslön|2020-10-01T00:00|2020-10-31T00:00|30|0||0|7500|
Flex Lön|1973|2022|098765-4321|921|            |301|2|1|Månadsutbetalning|2020-10|MÅN|547|Semers vid < 40%|2020-10-01T00:00|2020-10-31T00:00|0|0||0|972|
Flex Lön|1973|2022|098765-4321|921|            |301|3|1|Månadsutbetalning|2020-10|MÅN|570|Semesteravdr under 40 %|2020-10-01T00:00|2020-10-31T00:00|0|0|kdgr|0|0|
Flex Lön|1973|2022|098765-4321|921|            |301|4|1|Månadsutbetalning|2020-10|MÅN|912|Skatt|||0|0||0|-2541|
Flex Lön|1973|2022|098765-4321|921|            |303|1|1|Månadsutbetalning|2020-10|MÅN|570|Semesteravdr under 40 %|||0|0|kdgr|0|0|
Flex Lön|1973|2022|098765-4321|921|            |303|2|1|Månadsutbetalning|2020-10|MÅN|547|Semers vid < 40%|||0|0||0|3421.44|
Flex Lön|1973|2022|098765-4321|921|            |303|3|1|Månadsutbetalning|2020-10|MÅN|70|Månadslön|2020-10-01T00:00|2020-10-31T00:00|80|0||0|26400|
Flex Lön|1973|2022|098765-4321|921|            |303|4|1|Månadsutbetalning|2020-10|MÅN|912|Skatt|||0|0||0|-7583|
Flex Lön|1973|2022|098765-4321|921|            |303|5|1|Månadsutbetalning|2020-10|MÅN|998|Öresutjämning|||0|0||0|-0.44|
Flex Lön|1973|2022|098765-4321|921|            |304|1|1|Månadsutbetalning|2020-10|MÅN|70|Månadslön|2020-10-01T00:00|2020-10-31T00:00|100|0||0|29500|
Flex Lön|1973|2022|098765-4321|921|            |304|2|1|Månadsutbetalning|2020-10|MÅN|570|Semesteravdr under 40 %|2020-10-01T00:00|2020-10-31T00:00|0|0|kdgr|0|0|
Flex Lön|1973|2022|098765-4321|921|            |304|3|1|Månadsutbetalning|2020-10|MÅN|547|Semers vid < 40%|2020-10-01T00:00|2020-10-31T00:00|0|0||0|3823.2|
Flex Lön|1973|2022|098765-4321|921|            |304|4|1|Månadsutbetalning|2020-10|MÅN|912|Skatt|||0|0||0|-8694|
Flex Lön|1973|2022|098765-4321|921|            |304|5|1|Månadsutbetalning|2020-10|MÅN|998|Öresutjämning|||0|0||0|-0.2|
Flex Lön|1973|2022|098765-4321|921|            |305|1|1|Månadsutbetalning|2020-10|MÅN|70|Månadslön|2020-10-01T00:00|2020-10-31T00:00|100|0||0|24000|
Flex Lön|1973|2022|098765-4321|921|            |305|2|1|Månadsutbetalning|2020-10|MÅN|912|Skatt|||0|0||0|-5736|
Flex Lön|1973|2022|098765-4321|921|            |306|1|1|Månadsutbetalning|2020-10|MÅN|70|Månadslön|2020-10-01T00:00|2020-10-31T00:00|100|0||0|35000|
Flex Lön|1973|2022|098765-4321|921|            |306|2|1|Månadsutbetalning|2020-10|MÅN|110|Lönetillägg|2020-10-01T00:00|2020-10-31T00:00|0|0||0|5000|
Flex Lön|1973|2022|098765-4321|921|            |306|3|1|Månadsutbetalning|2020-10|MÅN|912|Skatt|||0|0||0|-11004|
Flex Lön|1973|2022|098765-4321|921|            |307|1|1|Månadsutbetalning|2020-10|MÅN|996|Nettoskuld fr föreg lön|||0|0||0|-150|
Flex Lön|1973|2022|098765-4321|921|            |307|2|1|Månadsutbetalning|2020-10|MÅN|70|Månadslön|2020-10-01T00:00|2020-10-31T00:00|100|0||0|0|
Flex Lön|1973|2022|098765-4321|921|            |307|3|1|Månadsutbetalning|2020-10|MÅN|924|Nettolöneavdrag|2020-10-01T00:00|2020-10-31T00:00|0|0||0|-150|
Flex Lön|1973|2022|098765-4321|921|            |307|4|1|Månadsutbetalning|2020-10|MÅN|997|Nettoskuld till n lön|||0|0||0|300|
Flex Lön|1973|2022|098765-4321|921|            |308|1|1|Månadsutbetalning|2020-10|MÅN|70|Månadslön|2020-10-01T00:00|2020-10-31T00:00|100|0||0|45000|
Flex Lön|1973|2022|098765-4321|921|            |308|2|1|Månadsutbetalning|2020-10|MÅN|696|Pension, löneväxling|2020-10-01T00:00|2020-10-31T00:00|0|0||0|-3000|
Flex Lön|1973|2022|098765-4321|921|            |308|3|1|Månadsutbetalning|2020-10|MÅN|912|Skatt|||0|0||0|-11704|
Flex Lön|1973|2022|098765-4321|921|            |308|4|1|Månadsutbetalning|2020-10|MÅN|926|TPA18 >7,5 Ibb|||0|0||0|2375|
Flex Lön|1973|2022|098765-4321|921|            |308|5|1|Månadsutbetalning|2020-10|MÅN|927|Avdrag TPA18 >7,5 Ibb|||0|0||0|-2375|
Flex Lön|1973|2022|098765-4321|921|            |309|1|1|Månadsutbetalning|2020-10|MÅN|70|Månadslön|2020-10-01T00:00|2020-10-31T00:00|100|0||0|30000|
Flex Lön|1973|2022|098765-4321|921|            |309|2|1|Månadsutbetalning|2020-10|MÅN|912|Skatt|||0|0||0|-7583|
Flex Lön|1973|2022|098765-4321|921|            |310|1|1|Månadsutbetalning|2020-10|MÅN|70|Månadslön|2020-10-01T00:00|2020-10-31T00:00|100|0||0|35000|
Flex Lön|1973|2022|098765-4321|921|            |311|1|1|Månadsutbetalning|2020-10|UPPDR|85|Arvode A-Sink socavg|2020-10-01T00:00|2020-10-31T00:00|0|0||0|0|
Flex Lön|1973|2022|098765-4321|921|            |311|2|1|Månadsutbetalning|2020-10|UPPDR|917|Skatt A-Sink|||0|0||0|0|
Flex Lön|1973|2022|098765-4321|921|            |312|1|1|Månadsutbetalning|2020-10|MÅN|81|Uppehållslöneavdrag|2020-10-01T00:00|2020-10-31T00:00|0|0||0|-2600|
